,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Named Plan Sponsor,Administrator Name,Address,City,State,Zip,Telephone,Administrator EIN,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
50,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Bdo USA LLP,"Accounting (including auditing), Direct payment from the plan",Auditor,"$17,580",$0,"$17,580"
51,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Aston Carter Inc,"Consulting (general), Direct payment from the plan",Consultant,"$17,246",$0,"$17,246"
52,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Randstad Technologies LLC,"Consulting (general), Direct payment from the plan",Consultant,"$16,544",$0,"$16,544"
53,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Seaport Group Securities LLC,Securities brokerage commissions and fees,Broker,$0,"$16,527","$16,527"
54,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Aerotek Professional Services,"Consulting (general), Direct payment from the plan",Consultant,"$16,352",$0,"$16,352"
55,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Allen and Company,Securities brokerage commissions and fees,Broker,$0,"$14,279","$14,279"
56,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,State Street Global Markets,Securities brokerage commissions and fees,Broker,$0,"$13,202","$13,202"
57,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Stifel Nicolaus and Co LLC,Securities brokerage commissions and fees,Broker,$0,"$13,118","$13,118"
58,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Barclays Capital Le,Securities brokerage commissions and fees,Broker,$0,"$12,687","$12,687"
59,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Wells Fargo Securities LLC,Securities brokerage commissions and fees,Broker,$0,"$12,600","$12,600"
60,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Davis and Harman LLP,"Legal, Direct payment from the plan",Legal,"$10,922",$0,"$10,922"
61,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Strategas Securities LLC,Securities brokerage commissions and fees,Broker,$0,"$10,791","$10,791"
62,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Morgan Stanley and Co International,Securities brokerage commissions and fees,Broker,$0,"$10,522","$10,522"
63,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Cowen and Company LLC,Securities brokerage commissions and fees,Broker,$0,"$8,863","$8,863"
64,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Evestment Alliance,"Other services, Direct payment from the plan",Computer Services,"$8,849",$0,"$8,849"
65,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Bloomberg Finance Lp,"Other services, Direct payment from the plan",Computer Services,"$8,630",$0,"$8,630"
66,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Investment Technology Group,Securities brokerage commissions and fees,Broker,$0,"$8,604","$8,604"
67,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Comcast,"Other services, Direct payment from the plan",Other Services,"$8,359",$0,"$8,359"
68,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Bofa Securities LLC,Securities brokerage commissions and fees,Broker,$0,"$7,509","$7,509"
69,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Jonestrading Institutional Services,Securities brokerage commissions and fees,Broker,$0,"$7,433","$7,433"
70,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Altek Solutions Inc,"Consulting (general), Direct payment from the plan",Consultant,"$6,597",$0,"$6,597"
71,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Stevens and Lee Pc,"Legal, Direct payment from the plan",Legal,"$6,494",$0,"$6,494"
72,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Pk Consulting Inc,"Consulting (general), Direct payment from the plan",Consultant,"$6,487",$0,"$6,487"
73,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Wells Fargo Bank,"Direct payment from the plan, Other fees",Other Services,"$6,223",$0,"$6,223"
74,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Hongkong and Shanghai Banking,Securities brokerage commissions and fees,Broker,$0,"$6,018","$6,018"
75,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Uhy Advisors Inc,"Consulting (general), Direct payment from the plan",Consultant,"$6,000",$0,"$6,000"
76,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,McDermott Will and Emery LLP,"Legal, Direct payment from the plan",Legal,"$5,239",$0,"$5,239"
77,NRECA RETIREMENT SECURITY PLAN,https://www.brightscope.com/form-5500/basic-info/256997/National-Rural-Electric-Cooperative-Association/13913739/Retirement-Security-Plan/,National Rural Electric Cooperative Assn,01/01/2018 — 12/31/2018,01/01/1948,"$8,614,297,789",333,Multiple Employer,No,Yes,InsuranceTrust,InsuranceTrust,"55,484","6,074","5,151","66,709",851,"67,560","66,975",0,"1,084",$0,$0,$0,$0,$0,$0,4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-6021,53-0116145,221100,Rebecca Mordas,"Senior Vice President, Insurance & Financial Services",4301 Wilson Blvd ,Arlington,VA,22203,(703) 907-5743,54-2072724,Total,Total,Total,"$25,861,107","$714,602","$26,575,709"
